Date	GILD	MDLZ	FISV	HPFK	IRCS	TCMU	XFMM	GVVV	MHDZ	GIHF	NQYU	DUIR	BQYN	PDSZ	BSNG	IKCC	XQXR	HNNY	DLFB	PHBP	HGHJ	JMYS	KQDY	TSII	OJQO	KDOC	FBTB	LGHQ	WAAI	VGYC	OPYH	PMHG	CWZD	DQZO	RLTP	CLYY	PJRF	TUWV	TXHL	OCKA	YWNZ	MXAI	GGZS	OEGR	MRIJ	IAZR	RXKH	FOCE	QUUT	CZHB	KAVI	IPZI	AVGO	CHTR	IDNA	UGUF	QCOM	SBUX	TMUS	COST	EHLW	PEP	HGRW	RLLE	CMCSA	PYPL	VYFU	ADBE	INTC	TZFN	OBDC	AAPL	TSLA	XTXR	MSFT	DRSH	META	YRIG	GOOG	OAAR	TLRC	CWHU	AMZN	YYBM	NFLX	AJLW	NVDA	CSCO	PBGQ	LWMB	XSRP	XTLJ	FATP	YERP	MFOP	ATQP	XWQP	TXN	RKPP	LAFL
2020-10-27	27.81	75.12	19.37	95.86	93.41	15.33	39.17	43.43	84.90	209.92	16.48	38.22	19.02	27.53	133.22	55.42	19.10	17.98	70.36	124.60	60.82	18.39	123.54	92.02	57.75	13.96	18.21	38.03	104.39	84.86	203.35	51.17	42.56	46.59	51.54	93.48	22.54	72.25	80.57	206.39	148.32	85.14	27.81	73.31	14.55	77.74	67.18	95.69	53.36	15.99	110.13	48.06	262.64	138.06	58.19	19.90	145.67	140.86	23.85	76.60	56.00	100.94	14.81	108.02	61.99	12.44	201.69	44.06	126.51	69.89	27.20	17.19	50.57	21.21	72.43	60.74	114.58	7.39	99.15	36.46	24.53	59.35	180.38	56.77	45.16	35.64	41.48	318.59	53.01	53.85	33.14	89.95	6.18	56.13	73.61	43.78	28.25	245.85	33.73	70.66
2020-10-28	27.67	75.15	19.78	96.23	94.73	15.20	39.14	43.14	86.40	208.31	16.40	38.20	19.17	27.38	133.65	54.43	19.08	18.51	71.18	123.03	62.66	17.75	122.13	91.15	56.55	13.88	18.75	37.74	107.98	85.16	205.06	50.71	42.34	45.35	52.26	92.79	22.42	71.89	77.56	206.19	150.99	84.61	27.37	71.87	14.65	77.92	64.04	96.87	52.61	15.91	114.83	47.36	271.82	139.07	58.53	19.69	148.53	142.68	24.19	74.71	55.11	101.36	14.58	105.87	64.43	12.99	195.62	45.43	129.44	69.86	26.49	17.35	50.15	21.03	72.53	61.38	112.85	7.06	100.46	36.12	25.14	59.80	179.80	55.74	45.44	34.99	41.53	320.78	50.79	53.53	32.12	89.64	6.25	57.69	71.49	45.18	28.04	243.64	33.71	68.86
2020-10-29	27.58	74.38	20.20	93.04	95.07	15.15	39.68	43.43	88.85	206.05	16.56	38.10	18.83	27.47	134.41	55.13	19.32	18.38	72.63	123.47	64.89	18.11	122.20	91.37	56.80	13.39	18.73	37.86	106.81	86.43	205.11	49.35	44.37	47.39	52.72	94.76	22.65	73.65	78.61	211.31	151.95	84.66	26.64	73.15	14.40	77.30	61.42	97.42	51.87	15.61	111.66	48.49	260.27	137.64	58.61	20.17	151.83	144.48	24.76	76.69	55.38	102.07	14.52	104.30	66.37	12.76	193.71	46.06	127.13	72.61	26.02	17.66	51.79	21.03	72.77	61.10	113.49	6.90	101.08	36.45	25.52	60.70	179.25	55.92	45.57	35.28	41.90	331.07	48.67	53.88	32.66	90.73	6.34	56.59	70.77	44.95	28.16	243.81	33.50	66.92
2020-10-30	27.58	73.90	20.48	93.12	93.90	15.02	40.09	43.56	89.03	205.99	16.54	37.86	19.17	27.63	133.19	56.63	19.55	18.77	75.52	124.55	65.94	17.56	120.68	91.33	57.17	13.54	18.22	37.75	106.60	84.63	208.32	49.79	43.76	46.50	53.41	95.96	23.12	75.51	81.29	205.14	149.47	86.11	27.18	70.68	14.56	76.06	59.11	96.80	52.93	16.05	116.31	47.10	261.23	137.19	59.59	20.28	150.60	144.00	25.43	76.99	55.23	103.77	14.57	104.62	65.34	12.90	193.19	47.05	130.61	74.64	26.22	17.31	50.10	20.79	72.29	61.84	114.81	7.09	100.21	37.22	24.78	59.73	181.14	55.89	45.26	35.66	41.84	324.03	48.08	53.50	31.71	91.66	6.47	56.87	73.36	45.82	27.63	245.96	33.02	66.74
2020-10-31	27.43	73.31	20.78	92.50	93.70	14.92	40.40	43.11	91.46	203.07	16.54	37.64	19.00	27.52	135.04	58.33	19.36	19.45	77.38	125.74	63.07	17.26	121.50	91.57	57.69	13.12	17.73	37.30	107.01	83.42	203.08	50.04	44.47	45.57	52.84	98.47	23.83	74.96	84.07	202.60	146.60	84.44	27.11	71.83	14.43	77.39	60.73	97.69	51.93	15.91	120.13	46.63	272.88	135.48	58.66	20.31	147.79	145.87	25.52	77.88	54.67	102.82	14.47	105.61	64.06	13.06	191.04	47.72	128.12	71.93	25.60	17.98	51.93	20.74	72.40	62.54	113.99	6.84	101.27	37.00	25.41	59.52	179.12	55.21	45.73	35.18	42.44	315.98	47.47	52.54	30.64	92.54	6.34	57.97	75.90	45.55	27.00	246.05	32.58	66.79
2020-11-01	27.43	72.96	20.48	93.05	94.07	15.26	40.50	42.59	94.07	205.67	16.40	38.08	18.79	27.38	136.78	56.76	19.27	18.80	76.25	124.96	65.76	16.48	120.18	93.01	56.91	12.93	17.89	36.75	109.76	81.10	201.67	51.15	42.51	47.54	52.46	96.50	24.27	75.51	86.52	204.28	149.03	86.28	27.31	73.77	14.20	76.68	60.15	96.80	51.17	15.55	115.97	48.07	266.27	135.85	59.81	20.70	149.56	146.17	25.70	75.34	55.45	99.11	14.27	105.38	63.66	12.91	187.46	47.32	127.51	70.81	26.52	18.69	51.40	20.65	71.99	61.63	115.81	6.64	102.02	37.46	24.94	59.21	175.25	55.03	44.90	35.09	42.15	327.10	49.39	52.39	30.10	92.84	6.49	58.52	77.38	41.45	27.39	248.81	32.27	65.18
2020-11-02	27.16	73.70	20.51	95.69	95.26	15.11	40.34	42.71	93.70	206.01	16.46	37.78	18.46	27.17	138.70	55.36	19.48	19.29	74.46	126.35	67.72	16.09	120.42	92.34	54.57	13.08	18.15	36.37	106.26	82.88	200.20	50.05	41.09	48.68	52.87	97.64	23.41	72.70	87.53	199.53	153.15	85.45	27.67	72.07	13.96	76.85	58.69	97.90	52.10	15.28	118.34	48.96	256.39	137.74	59.86	21.12	149.39	145.21	25.45	76.48	56.13	100.22	14.05	104.84	63.37	13.08	185.44	46.11	130.07	73.80	25.34	18.60	51.43	20.66	72.38	61.10	115.62	6.81	103.02	38.31	25.58	57.95	174.32	54.80	44.81	35.36	41.98	325.45	48.76	51.48	29.91	92.41	6.24	59.61	75.33	41.40	27.48	251.30	31.76	67.32
2020-11-03	27.43	73.83	21.32	91.21	94.57	15.15	40.44	42.85	91.53	205.83	16.36	37.99	18.04	26.93	139.28	56.07	19.68	19.19	72.70	128.16	68.89	16.81	122.35	90.68	52.25	13.18	18.37	36.50	109.14	82.62	196.79	50.71	41.41	49.87	53.87	97.58	23.12	71.26	87.87	193.65	154.40	82.86	27.70	70.20	13.87	76.85	57.80	98.28	52.73	14.98	119.76	48.82	246.02	140.68	59.90	21.57	153.33	144.27	24.80	74.61	56.36	103.71	15.82	104.05	65.71	13.04	178.99	45.52	127.53	72.63	25.86	19.20	50.97	20.57	71.60	61.72	114.07	6.58	103.74	38.95	26.62	60.23	176.01	55.63	43.66	35.70	42.31	312.25	48.73	50.86	30.79	92.33	6.43	60.22	74.88	42.84	27.97	253.43	30.81	67.86
2020-11-04	27.11	74.41	21.49	90.18	95.68	15.20	40.40	42.47	90.17	201.57	16.52	37.67	18.33	26.81	141.11	54.68	19.42	18.43	71.88	129.10	71.84	16.45	124.23	90.41	53.53	12.71	18.40	36.03	109.25	80.04	190.39	52.66	42.81	49.19	55.13	98.45	22.47	71.53	90.54	188.31	153.58	84.89	27.93	67.78	14.00	77.51	55.74	99.33	52.14	14.57	122.67	49.24	256.04	138.89	58.63	22.12	153.10	146.89	25.10	72.96	56.46	107.73	15.65	102.78	67.42	13.02	180.25	45.79	126.60	71.91	25.11	19.72	49.87	20.39	71.93	61.36	115.28	6.59	103.18	38.21	26.50	62.11	176.24	55.03	44.05	35.83	42.89	322.60	46.69	50.97	31.41	92.17	6.47	61.23	74.43	41.72	28.05	253.97	31.16	69.81
2020-11-05	26.89	73.81	22.15	89.09	95.59	14.96	40.01	42.18	92.62	198.41	16.33	37.58	18.09	26.71	139.18	55.51	19.32	17.70	71.56	129.89	74.26	17.21	125.10	89.88	54.96	12.47	18.67	36.08	111.55	81.06	196.47	54.08	41.39	50.84	55.08	99.86	21.66	68.97	90.12	193.30	153.61	86.37	28.20	70.34	13.98	76.72	56.30	99.56	54.05	14.73	118.85	48.39	247.33	139.10	59.82	22.28	156.52	147.52	25.40	73.04	56.97	105.78	15.50	102.75	68.75	13.28	179.56	47.25	126.00	71.23	24.53	19.39	51.69	20.26	71.13	61.60	116.84	6.31	104.02	37.59	26.40	60.35	179.60	55.57	42.86	36.07	43.31	314.66	46.26	50.90	31.22	92.18	6.44	59.77	74.08	41.40	28.90	257.31	30.91	68.49
2020-11-06	27.29	74.89	21.83	90.17	94.51	15.36	39.51	42.52	93.46	196.21	16.38	37.12	18.33	26.99	138.36	55.37	19.48	17.91	73.41	131.77	73.59	16.43	126.30	90.64	53.19	12.14	18.54	35.94	114.07	80.90	189.87	56.28	39.56	51.28	53.74	98.04	22.11	67.94	91.03	193.56	156.23	89.44	27.50	70.52	13.79	77.15	57.97	101.05	52.73	15.00	121.59	48.62	246.35	138.17	60.31	21.65	156.30	149.90	25.77	73.47	56.08	110.61	15.77	101.52	70.52	13.49	173.37	46.95	128.69	73.15	24.94	19.53	51.48	20.12	71.79	61.66	116.13	6.38	105.15	38.57	25.17	58.84	176.00	55.51	43.66	35.76	43.56	316.04	45.86	50.61	31.34	91.49	6.29	58.42	71.44	41.04	29.30	260.18	29.92	67.23
2020-11-07	27.05	74.11	22.13	93.36	94.82	15.93	40.10	42.43	93.35	199.58	16.45	37.22	18.79	26.74	140.00	55.31	19.41	18.63	76.20	130.91	71.56	15.84	128.35	92.57	54.42	12.49	18.01	36.03	118.22	79.43	190.41	58.44	40.57	49.37	54.74	96.50	22.26	67.58	89.07	196.21	153.39	92.39	27.91	71.47	13.78	76.65	57.41	102.76	53.40	15.44	123.32	47.36	241.95	140.82	59.61	21.60	154.34	147.95	25.07	75.60	56.11	108.14	15.65	102.51	68.57	13.49	173.16	47.66	128.11	74.07	25.39	19.30	53.66	20.05	72.57	61.26	117.00	6.25	106.32	39.40	26.09	60.42	173.91	55.44	43.23	35.06	43.10	315.78	47.52	50.06	30.68	91.20	6.36	58.95	73.19	40.54	28.41	263.43	30.43	66.64
2020-11-08	27.16	75.07	21.39	93.35	94.84	16.49	39.57	41.97	92.33	201.49	16.63	37.43	18.41	26.72	141.02	54.17	19.20	19.19	78.64	129.81	68.46	15.56	129.80	93.15	53.20	12.68	17.72	35.58	119.61	80.11	184.66	59.84	42.51	47.04	54.60	95.21	21.56	66.02	88.33	194.95	151.41	90.77	28.00	74.09	13.90	76.34	58.01	102.28	54.69	15.15	119.87	45.93	250.46	140.30	60.86	21.92	155.10	147.85	25.95	76.63	57.24	110.24	15.89	103.57	66.45	13.89	173.48	47.55	126.01	76.96	25.04	18.88	53.17	20.14	71.95	60.49	116.35	6.08	106.43	40.38	26.82	62.67	170.57	55.70	42.35	34.50	43.41	328.87	48.04	49.86	30.32	91.55	6.47	59.76	74.25	40.40	28.47	266.97	30.00	66.22
2020-11-09	27.21	74.38	20.52	90.74	95.19	16.79	39.75	42.31	94.52	203.48	16.49	36.90	18.46	26.88	139.11	54.64	19.25	19.90	80.20	131.63	66.68	15.30	128.26	92.97	52.36	12.54	17.92	35.63	115.84	82.84	180.74	58.75	40.37	45.37	54.60	94.12	20.88	67.61	88.47	195.92	156.07	90.06	27.59	73.44	13.89	76.53	59.49	100.99	54.47	14.91	120.10	47.26	241.48	139.56	59.83	22.06	154.71	149.99	26.71	78.81	58.23	113.47	16.08	104.17	66.34	13.71	173.10	47.96	124.48	79.25	25.94	18.15	54.40	20.27	72.56	59.55	116.34	6.19	107.30	40.15	26.37	59.98	168.23	56.69	41.46	34.14	43.27	326.67	48.45	49.14	29.36	90.77	6.44	60.75	72.30	40.36	29.04	267.92	30.41	68.13
2020-11-10	27.53	73.52	20.46	88.19	94.27	16.80	39.32	42.51	93.69	206.95	16.28	36.61	18.39	26.85	139.45	54.54	19.39	20.35	82.75	130.11	67.27	15.24	129.71	92.27	54.12	12.57	17.93	35.82	118.78	82.93	187.08	57.34	40.62	46.51	55.25	93.86	21.56	69.30	88.41	198.82	159.26	90.55	27.05	74.51	13.94	77.10	61.51	100.86	53.61	14.90	123.49	45.92	235.02	138.84	60.75	21.65	152.91	147.89	26.35	79.79	58.07	114.66	15.99	105.74	67.04	13.11	175.19	48.01	124.06	80.51	25.73	17.38	55.63	20.04	71.83	59.73	115.38	6.20	106.83	40.24	25.36	59.14	172.55	55.59	41.61	33.44	42.71	324.66	46.84	49.91	28.75	91.02	6.49	59.10	73.83	41.39	29.81	268.21	30.73	68.16
2020-11-11	27.44	74.45	20.25	90.54	95.02	16.80	39.26	42.84	95.56	209.43	16.37	37.08	18.00	26.73	140.44	54.84	19.44	20.03	81.94	128.51	67.36	15.37	131.75	91.26	53.22	12.30	17.91	35.35	117.59	84.63	185.00	55.67	40.81	46.46	55.97	96.09	20.96	71.67	91.51	196.94	155.27	91.59	26.68	71.79	13.71	77.55	59.42	102.17	52.02	14.55	128.43	46.95	224.99	141.14	61.34	22.18	150.74	149.79	27.27	81.53	58.58	113.78	15.85	106.63	66.46	12.79	178.10	48.30	127.49	80.77	26.64	17.67	57.23	20.13	72.24	59.60	115.72	6.25	106.47	39.33	25.93	60.84	173.83	56.15	41.02	32.95	42.76	328.86	48.21	49.46	28.99	90.79	6.67	58.18	74.67	41.06	30.26	265.87	30.31	68.82
2020-11-12	27.77	74.36	21.03	88.48	95.64	16.49	38.84	43.01	97.05	211.97	16.18	37.09	17.90	26.88	141.52	55.62	19.39	19.63	81.44	128.90	68.01	15.95	133.32	92.34	53.36	12.18	17.97	35.32	117.15	82.90	180.41	56.29	41.96	47.10	55.16	97.06	20.71	69.85	89.98	202.66	159.85	89.00	27.23	71.65	13.58	77.99	61.17	103.02	53.77	14.88	127.67	46.60	233.36	142.91	62.20	21.59	149.62	149.69	26.84	79.69	58.90	112.97	16.14	105.56	64.28	12.78	181.57	49.43	127.64	83.73	27.39	18.40	59.32	20.02	72.31	58.71	115.23	6.44	106.49	40.10	26.35	62.55	170.20	55.43	39.85	33.46	42.96	320.90	49.46	49.93	28.17	91.54	6.43	59.31	77.31	41.09	29.51	267.07	30.46	68.31
2020-11-13	27.57	74.47	20.23	92.72	96.55	16.59	38.59	42.56	96.08	208.83	16.30	37.15	18.12	26.78	143.74	55.22	19.51	20.45	81.72	129.69	68.09	16.26	134.68	93.70	53.74	12.53	17.73	35.08	120.38	83.21	177.72	53.64	40.03	48.12	55.93	95.14	20.75	69.51	89.09	207.84	161.02	87.32	27.05	73.69	13.77	77.54	63.72	104.28	54.63	15.23	125.94	46.79	225.83	143.01	60.77	20.98	147.70	152.18	26.62	77.17	59.61	115.18	16.16	105.46	64.53	12.75	178.15	49.13	126.28	85.16	26.16	17.77	59.28	20.20	71.77	57.84	115.53	6.24	107.51	39.66	25.19	61.85	166.66	54.26	40.28	33.97	42.64	317.26	49.35	50.16	27.32	93.01	6.50	59.66	78.13	42.42	30.09	270.56	30.10	66.26
2020-11-14	27.43	75.35	19.85	96.98	96.11	17.17	39.15	42.04	98.95	212.83	16.22	37.23	17.75	26.71	143.34	54.53	19.75	21.39	81.54	128.72	69.19	15.87	135.59	94.61	55.37	12.43	18.02	34.91	117.68	86.02	174.43	54.05	39.33	48.94	56.31	97.49	20.09	67.80	86.59	203.60	162.28	84.77	26.60	71.66	13.83	76.56	64.99	104.27	53.47	14.93	122.49	46.02	218.74	145.08	60.24	21.22	145.61	155.06	26.58	76.01	60.31	118.00	16.00	103.73	64.06	12.16	173.89	48.01	126.15	83.18	27.07	17.26	58.19	20.20	71.48	57.79	116.42	6.27	108.95	40.92	25.24	60.35	169.47	54.53	40.35	33.90	42.29	315.10	48.56	50.74	27.20	93.32	6.63	58.58	80.56	41.03	29.58	271.08	31.04	64.95
2020-11-15	27.56	76.35	19.30	93.81	94.92	16.67	39.35	42.26	100.85	210.72	16.25	36.74	17.74	26.68	145.42	56.06	19.56	22.01	82.40	128.00	70.63	16.34	137.77	95.24	54.31	12.12	18.04	34.41	122.05	84.45	177.31	51.91	40.22	49.97	56.17	97.54	20.44	67.44	86.06	204.52	164.76	86.31	26.62	72.41	13.71	76.28	64.55	104.01	53.56	14.73	119.46	45.30	221.19	145.48	59.21	20.69	146.36	158.02	25.93	74.10	61.14	118.02	15.73	105.89	63.38	11.94	178.73	46.98	125.62	81.80	26.61	17.57	55.76	20.37	71.41	56.87	115.93	6.40	107.86	42.07	25.48	60.74	168.43	55.42	40.00	34.05	42.08	306.18	46.83	49.99	26.67	93.87	6.88	57.87	80.20	40.84	29.72	275.18	31.05	66.52
2020-11-16	27.51	76.33	19.42	95.46	95.24	16.87	39.11	42.75	103.57	210.17	16.20	36.80	17.91	26.53	144.72	56.49	19.81	21.11	81.07	128.60	73.89	16.73	136.62	96.06	54.34	12.20	18.08	34.12	121.76	86.66	182.65	50.23	39.33	47.71	57.33	100.27	20.85	67.53	86.89	201.11	163.47	88.00	26.51	71.94	13.51	77.09	63.00	103.25	52.33	15.11	120.63	45.64	225.77	148.46	58.16	20.11	146.21	158.51	26.17	74.64	61.13	112.82	15.62	104.44	64.46	12.01	182.64	45.92	122.84	83.08	26.99	17.58	54.72	20.53	71.69	57.62	117.12	6.58	107.81	42.50	26.37	60.69	171.37	55.28	40.49	33.95	42.27	300.89	48.45	49.70	26.55	92.55	6.64	59.35	83.21	39.93	29.08	279.09	31.10	64.56
2020-11-17	27.20	76.75	19.33	97.40	96.25	16.33	39.61	42.29	105.88	207.08	16.17	36.32	18.35	26.34	144.66	57.54	19.97	21.29	79.24	127.98	72.94	16.31	137.62	97.72	53.46	12.59	18.24	34.06	119.93	89.27	178.83	51.91	37.82	48.81	57.79	100.46	20.11	68.46	86.27	197.22	161.22	88.24	26.21	74.54	13.33	76.54	61.85	102.65	54.39	15.27	122.36	46.17	227.04	147.13	58.39	19.79	147.94	158.38	26.50	73.39	60.50	115.97	15.73	104.77	62.96	12.52	186.92	45.06	119.68	84.85	25.85	18.15	55.64	20.36	70.84	56.80	118.50	6.32	108.09	42.90	27.24	59.25	168.18	55.51	41.60	33.73	42.29	300.34	50.45	49.03	26.06	93.67	6.55	57.88	86.40	41.11	29.32	277.35	30.38	66.64
2020-11-18	26.97	76.55	19.40	102.09	97.41	18.67	39.57	42.28	106.07	204.88	16.22	36.22	18.61	26.41	143.30	57.56	19.80	21.22	75.93	127.72	72.78	16.45	137.02	98.88	51.29	12.53	18.70	34.44	121.64	91.24	176.40	52.31	38.48	47.33	57.13	99.19	19.70	70.32	88.30	197.43	166.49	85.42	25.71	72.18	13.46	76.13	60.34	103.67	54.15	15.53	125.91	45.36	225.67	147.47	57.63	20.14	148.03	156.95	26.87	75.65	60.35	120.54	15.84	103.46	61.60	13.03	186.49	44.65	119.26	84.94	25.71	17.54	57.67	20.16	70.31	55.91	119.42	6.39	108.76	43.00	27.36	58.61	171.73	56.40	42.16	33.18	42.12	305.55	49.64	48.89	25.32	93.68	6.46	58.73	84.11	41.93	29.43	281.92	30.32	66.01
2020-11-19	26.86	77.41	19.65	101.56	96.89	18.48	39.51	41.71	103.95	207.07	16.37	35.88	18.92	26.20	145.40	56.70	19.60	21.64	79.28	128.90	75.87	17.19	137.80	97.12	49.35	12.71	18.61	34.54	118.41	90.51	182.61	50.80	38.07	45.63	58.08	97.01	19.16	70.34	91.36	198.07	163.10	86.89	25.49	71.66	13.27	75.31	57.84	102.66	53.04	15.12	124.67	45.88	215.83	148.08	57.27	20.66	148.04	158.82	27.71	73.78	61.42	115.78	15.71	103.81	62.02	12.68	182.59	43.67	118.34	86.09	25.46	17.78	59.02	20.32	71.08	55.65	118.41	6.36	107.44	41.97	28.31	59.44	172.22	57.47	41.57	32.88	42.02	295.31	47.94	48.90	25.76	94.55	6.25	58.01	86.58	41.80	30.20	279.26	30.73	67.52
2020-11-20	26.58	78.32	19.22	102.52	95.82	18.84	39.57	42.10	101.57	212.44	16.39	35.50	18.62	26.38	144.11	57.59	19.37	21.57	76.86	129.73	78.81	16.72	136.10	96.33	48.15	12.65	18.31	34.33	120.01	90.92	180.64	52.30	39.74	46.99	59.15	94.50	19.59	68.01	90.49	192.70	162.77	84.07	24.92	69.10	13.39	74.41	57.32	101.81	54.28	14.99	121.36	44.46	215.78	148.04	57.26	21.01	149.79	158.61	27.40	71.55	60.94	112.41	15.95	104.95	61.59	12.28	181.13	43.23	116.00	85.52	26.49	17.42	60.92	20.18	70.40	54.84	117.66	6.42	97.10	42.30	28.12	59.76	176.78	57.97	41.33	33.15	41.61	300.89	49.21	49.67	25.82	96.01	6.24	58.57	87.56	41.88	31.03	277.57	31.08	69.98
2020-11-21	26.32	77.36	18.56	98.29	96.65	18.25	39.46	41.61	103.10	211.26	16.56	35.48	19.01	26.14	142.77	56.45	19.45	22.32	74.31	128.74	79.20	17.14	134.56	96.48	48.94	12.87	17.88	34.53	116.92	88.04	186.38	51.04	38.85	46.20	60.49	96.99	19.11	66.67	88.54	195.54	164.37	81.73	25.05	71.24	13.46	75.20	59.63	100.97	53.03	15.04	118.14	45.38	216.59	150.84	56.20	20.82	148.71	157.14	27.45	71.21	59.86	117.10	16.19	104.33	60.55	12.65	184.63	43.24	112.97	89.13	27.29	17.14	62.63	20.32	69.81	55.54	118.42	6.33	97.35	41.08	27.43	57.62	174.66	57.22	42.14	33.45	41.22	307.39	50.36	49.57	25.52	96.13	6.38	58.99	85.65	41.34	31.80	278.39	31.18	69.28
2020-11-22	26.01	76.73	17.83	102.71	95.67	18.17	38.70	41.09	102.53	215.01	16.44	35.89	18.86	25.90	142.97	55.78	19.51	22.61	74.57	128.60	78.90	16.52	134.00	94.67	50.61	13.28	18.14	34.23	116.94	86.11	190.79	48.77	40.57	46.95	60.23	97.29	19.46	66.77	86.11	197.55	160.39	81.42	24.60	71.73	13.37	75.58	61.09	99.44	51.14	14.61	122.70	44.85	216.07	153.84	54.82	20.76	150.99	157.92	27.01	69.28	60.88	119.41	16.03	105.27	59.26	12.85	186.84	44.63	112.67	91.58	26.08	16.97	62.88	20.42	70.48	55.82	116.89	6.16	97.20	42.12	28.62	55.93	179.19	56.59	41.20	33.95	40.88	316.33	52.02	49.13	26.11	96.56	6.60	57.64	88.35	41.57	31.61	276.36	31.45	67.14
2020-11-23	25.77	76.95	17.90	104.58	96.67	18.25	38.32	40.54	101.97	214.86	16.28	35.59	18.76	26.08	144.08	56.36	19.47	22.24	76.31	127.12	82.20	17.20	135.58	96.62	51.36	12.91	18.02	34.25	113.33	87.11	194.17	47.22	39.30	47.25	61.30	95.25	20.07	66.75	84.48	200.35	160.28	79.18	25.04	73.20	13.35	76.53	58.43	99.31	50.24	14.24	124.60	45.30	225.74	153.36	54.20	20.64	150.58	158.33	27.26	69.11	60.61	115.08	16.01	105.74	58.31	13.33	186.86	44.29	115.22	88.77	25.12	16.79	65.06	20.23	70.79	56.17	116.67	6.14	97.34	41.65	28.24	55.21	182.74	56.59	42.20	33.38	40.66	307.74	52.11	48.71	25.75	97.73	6.61	57.39	89.64	40.47	31.72	278.18	31.34	66.18
2020-11-24	26.10	77.89	18.39	108.76	96.85	18.17	38.65	40.64	105.01	215.62	16.09	35.99	18.33	26.28	144.98	56.69	19.62	22.26	75.21	127.10	81.08	18.00	136.64	96.10	51.51	12.48	18.16	34.39	117.43	88.65	190.20	49.14	41.07	49.49	62.19	92.99	19.42	64.84	83.35	202.55	159.25	80.12	25.14	73.80	13.15	77.04	56.70	97.80	51.95	14.48	119.70	45.06	230.07	151.93	53.91	20.52	148.94	159.99	27.35	67.65	60.82	117.51	16.05	105.00	56.33	12.84	185.08	44.08	114.13	91.38	24.60	16.84	65.14	20.03	70.20	57.03	118.02	6.22	96.17	40.60	27.96	56.77	185.54	56.68	42.48	32.73	41.16	309.14	50.06	48.98	25.34	97.54	6.43	56.32	89.61	40.07	32.42	281.50	31.41	65.06
2020-11-25	26.06	78.76	18.78	113.87	95.92	17.59	38.57	40.35	104.94	219.71	16.28	35.48	18.18	26.23	146.43	56.99	19.56	23.26	72.85	128.40	79.85	17.47	135.23	98.08	49.60	12.56	17.93	34.77	114.49	89.55	191.16	47.57	41.81	49.44	61.52	91.23	19.34	66.08	84.33	208.47	159.80	81.93	25.01	74.83	13.11	78.08	55.79	97.95	51.74	14.83	117.49	43.83	226.85	150.51	52.56	20.39	147.10	159.54	28.23	67.83	61.18	112.86	16.31	103.11	56.57	12.28	187.48	45.37	117.29	94.07	24.62	16.67	66.74	19.83	70.33	56.93	118.02	6.08	96.69	40.91	28.10	54.81	187.34	57.73	42.57	33.26	41.14	310.41	49.97	49.44	25.70	96.11	6.48	55.83	91.42	40.44	31.67	280.87	31.34	65.18
2020-11-26	26.05	78.12	18.18	113.68	96.49	17.62	39.06	40.28	105.39	222.21	16.34	35.24	17.84	26.13	147.91	58.18	19.48	23.59	75.54	129.86	81.65	18.10	134.30	98.23	49.32	12.27	17.56	33.96	113.72	89.73	188.20	49.10	42.44	50.26	60.46	90.84	19.38	64.94	87.61	212.60	161.33	81.42	24.38	77.40	13.25	77.63	54.38	97.93	50.86	14.64	113.59	42.69	223.11	149.55	53.37	20.14	145.84	160.03	28.08	67.67	60.36	111.85	16.41	102.27	55.58	12.50	187.88	45.64	114.61	97.55	24.85	17.00	69.20	19.70	69.77	57.66	119.81	5.98	97.48	40.19	26.83	53.69	192.01	58.80	41.43	33.72	40.90	310.58	50.69	50.12	26.30	94.72	6.69	57.42	90.87	41.88	31.47	278.46	31.71	64.53
2020-11-27	26.14	78.74	18.29	110.08	96.85	17.05	39.46	40.58	106.80	218.13	16.38	34.97	18.11	25.98	147.80	58.51	19.64	23.68	75.49	128.25	81.80	17.29	134.04	98.02	47.42	12.04	17.66	33.82	114.78	89.26	191.36	48.30	40.62	50.39	60.22	85.64	19.00	62.80	87.68	212.01	161.74	82.75	24.83	77.49	13.20	77.07	51.67	98.61	50.07	14.61	114.27	44.04	231.07	147.40	53.26	19.64	143.03	162.80	27.91	67.16	59.68	115.39	16.61	103.03	53.92	12.90	191.36	46.76	114.89	99.48	24.42	16.74	68.08	19.75	70.28	57.77	118.23	5.75	98.87	40.27	27.94	51.97	193.20	59.73	42.08	34.14	40.96	308.05	50.23	50.63	26.71	94.47	6.93	55.88	89.45	43.18	31.17	280.19	32.74	66.71
2020-11-28	26.18	77.60	17.58	106.12	96.53	16.59	39.40	40.77	108.61	217.78	16.43	34.48	18.52	26.10	149.00	59.27	19.71	23.35	72.43	128.54	83.16	17.59	135.88	97.51	47.00	11.65	17.56	33.65	111.77	88.44	189.72	48.22	38.64	50.04	61.61	85.64	19.61	63.60	85.53	215.57	158.33	83.58	24.53	80.95	13.36	76.26	53.78	98.71	50.41	14.36	113.44	44.95	231.16	145.10	52.19	19.24	144.12	163.28	28.50	65.15	60.62	115.29	16.62	103.59	55.89	13.36	185.28	45.63	115.92	96.49	24.93	16.07	67.77	19.56	70.91	57.82	118.30	5.59	99.25	39.22	27.21	51.21	195.28	59.03	42.93	34.20	40.89	303.41	51.06	50.09	27.24	95.38	6.92	55.95	90.30	41.81	31.41	277.65	33.15	66.17
